id	original_title	french_title	romanized_title	language	release_year	runtime	genres	avg_rating	vote_count	directors	writers	budget	revenue	production_companies	production_countries	poster_path	trailer_url	kw_tmdb	kw_imdb	plot
tt0472622	红色娘子军	Le détachement féminin rouge (1961)	Hong se niang zi jun	Chinese Simplified	1961	110	Drama, War	6.9	362	Jin Xie	Xin Liang	0	0	Tianma Film Studio	China	/gotavBeXtpKSXr6nfm3sHLWCKIz.jpg		china, revolutionary		In 1930s, Wu Qionghua was a housemaid of Nan-ba-tian, a cruel warlord of a village in Hainan Island, China. Often abused by her master, Qionghua was finally rescued by Hong Changqing, leader of the Red Detachment of Women - a troop of women soldiers. She joined the troop and became the Detachment leader after the death of Hong. They captivated and executed the warlord and liberated Qionghua's home village.
tt0473064	日本沈没	La submersion du Japon	Nihon chinbotsu	Japanese	2006	135	Adventure, Drama, Sci-Fi, Thriller	5.6	1541	Shinji Higuchi		0	47636016	dentsu, J-dream, MBS, Sedic, Shogakukan, TOHO, TBS, Stardust Pictures	Japan	/bRFIzzyChY726O3ICE453YjOOoQ.jpg		japan, disaster	hope, live action, earthquake, japan, tsunami	Japan will sink down to the deep sea. The governments only hope is evacuate all Japanese to some other countries.
tt0473444	滿城盡帶黃金甲	La Cité interdite	Man cheng jin dai huang jin jia	Chinese Simplified	2006	114	Action, Drama, Romance	7.0	45870	Yimou Zhang	Yimou Zhang	45000000	78568977	Beijing New Picture Film Co. Ltd., Elite Group Enterprises, Film Partner International, Sony Pictures Classics, Edko Films, Focus Features	China, Hong Kong, United States of America	/cuX11HZlkNFHCieu8UyWmMeMXkg.jpg	https://imdb-video.media-imdb.com/vi547356953/1434659607842-pgv4ql-1563485554997.mp4?Expires=1714340441&Signature=U0cUktSypPUcZ~g-SUciWaNDinvN~-epHkiAA6ruOCwIIt4HvWeGX2n9JWyNxP1xUKR6FrIOXrTuyCBTkSxEqv1GZPifyTqN-baP~jN0unKMnoFnkKn9GM600~ZQTBAcLSi5e5U-SYKdCUukpPqaYNqElosvIbjtYfXe3vCtQRggZ~~Z77C8uN2GSNDm77wTYtIogP-9d6mALb893zzWN~JE3IHWcRwQA8v8fSguNm7f6FboVjvPUTpxyI5zKYTZLQBpoBS0qXV2aVyMt1X~9sOxHioK2NHZnGxzPhC-IW0z4U6itpei-qQhXau4V1S-XQ5nOEGOz0zT2WIxXkw4Xw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	empire, plan, secret love, martial arts, china, swordplay, fight, toxication, marriage crisis, poison, secret society, palace, forbidden love, heir to the throne, battle for power, royal family, tang dynasty, pomp, based on play or musical, sword fight, betrayal, period drama, historical, wuxia, power struggle, poisoning, 7th century	deep cleavage, chrysanthemum, royal family, family feud, poisoning	During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.
tt0475532	첼로: 홍미주 일가 살인사건	Cello	Chello hongmijoo ilga salinsagan	Korean	2005	94	Horror, Mystery	5.9	2765	Lee Woo-cheol	Lee Woo-cheol	0	0	Tube Entertainment	South Korea	/rwMonNICMmNqF94UyZ5POWcFmIg.jpg			bloody scratch, driving, claw, dying, good versus evil	A cellist is haunted by strange events after a car wreck
tt0475590	가발	The Wig	Gabal	Korean	2005	106	Drama, Horror	5.4	1351	Won Shin-yeon	Won Shin-yeon	0	2146621	Corea Entertainment, CJ Entertainment	South Korea	/bkonX3gOXQ1KC7kr6ufITli4h3o.jpg	https://imdb-video.media-imdb.com/vi3528371225/MV5BOTc4NDhkZWMtY2JkMC00ZDE3LTk2NTEtNzk2ZDM1YTNiOWVkXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1714340445&Signature=LcM8UIlCB5aXki50GOmPwEGdHUpFyYSjAaVcSH06W5B8cjhD~AWMeUCJ~kijeeBu-skkGQ4dYi5MVE5FJYufP2qAISCx5uohSdSE6P2KGLGS~Ph98R1JINNJ-jttF3WF4w5GIJ3W~xLhLXxWxDIVwkZ6lbTPt7ovwfmNuWIEyCJnRf8hrRF2GrdQ9pyYmfqUsOJBboFVXquifkCaTKaT38ZT7VQ9YhCeN1ttkM~qxJWClDX5-pFyTKMBFJkrCrknvHQvC1U4F2h3TpMF1rUPHA7tCndCH77OVex16vts74qqKH77KTlXMD5TV0cFIwzP2vr4PBFondCgbAktKcpNuA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	cancer	wig, leukemia, suicide, possession, homosexual	In Seoul, Su-Hyeon is terminal with leukemia, and bald due the treatment of chemotherapy. Her sister Ji-Hyeon buys a long-haired wig, but she does not disclose the truth about Su-Hyeon's health condition to her beloved sister. While wearing the wig, Su-Hyeon recovers her health and hits Ji-Hyeon's former boyfriend Ki-Seok, changing her behavior and relationship with her sister. When Ji-Hyeon discovers that the wig is possessed by a fiend, she finds that it was manufactured using hair of a cadaver and a dark secret about Ki-Seok's sentimental life.
tt0475616	형사	Duelist	Hyeongsa	Korean	2005	111	Action, Comedy, Mystery, Romance	5.8	1435	Lee Myung-se	Lee Myung-se	0	0	프로덕션M, Michigan Venture Capital, Korea Pictures, Wellmade Entertainment	South Korea	/9AV1o7PKrzFkfYchXrpWUwdIoaq.jpg		hyeongsa, joseon dynasty	martial arts	Set years ago in the era of the Joseon Dynasty, the story follows a young police officer named Namsoon (Ha Ji-won) who, along with her fellow officers, discovers a counterfeit ring operating out of the area they've been assigned to protect. However, as the criminals aren't just printing up their own money, they also plan to use it to topple the economy and take down the government. As her investigative work continues, Namsoon soon makes the acquaintance of a young man known only as Sad Eyes (Gang Dong-won), for the way that he looks out at you from underneath his hair - he doesn't say much, but he's got that look and that's all it takes to pique Namsoon's interest in him, even if she shouldn't be thinking those thoughts about someone she might have to toss in jail. Of course, Namsoon can't deny her feelings even if the object of her affection belongs behind bars, and it's not long before she's starting to act on her emotions.
tt0475723	Shinobi	Shinobi	Shinobi	Japanese	2005	107	Action, Drama, Fantasy, Romance	6.8	12926	Ten Shimoyama		0	0	Yomiuri Telecasting Corporation, Eisei Gekijo, Shochiku, Nippon Television Network Corporation	Japan	/bMOX0TERbblQxukU5fveGXKKMBP.jpg		japan, samurai, ninja fighter, forbidden love, samurai sword, japanese soldier, code of the samurai, japanese royal family	tragic love, death, shadow warrior, sword fight, ninja master	Star-crossed lovers must fight on opposing sides in a battle that will determine the next Shogun.
tt0475750	태풍	Typhoon	Tae-poong	Korean	2005	124	Action	5.7	1389	Kyung-taek Kwak	Kyung-taek Kwak	0	0	Zininsa Film Production	South Korea	/rk0jK1Q5LRWIdDWFrHbdilhVgA2.jpg	https://imdb-video.media-imdb.com/vi2823728153/MV5BMjAxMDgxNTE1M15BMTFeQW1wNF5BbWU4MDI0NDU3NjIx.mp4?Expires=1714340450&Signature=Rc~uSnZDwZ6hzQXY1v6kDCDQ4MDPs--iFuzjNH9QRujJFZ8Zwe-ntVD7o-ZV3ZB6mAdlMqXjc7SviDC7Fs3TloUQp7ak39yq9spfbKdGnms45dstAnGe5T87UllrBU8TN-nf35d-92N0dVSCLE034NAAWQ-VqBtN4ojrbVHNryLM2yva7~nKo4F8qrspqNbyv9PZA6BzXGC5uw5dsOb~6j0ab7NAiyvliiSykcBVp0BmN3~lZUwdysTgbZbq5DtHQxiEoRkjAR76KVqpoWQB2KxLzbZdWo~wElo6n3yyUD4MT0Ifm68FxRKXwncbUb2ldOMyPmNEwKTh4DhGPpJpGw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	korean navy	downward spiral, pirate, north south korea divided, typhoon, nuclear waste	A modern-day pirate plans a massive attack on North and South Korea.
tt0476680	劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!	Naruto : Les Chroniques ninja de la princesse des neiges	Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!	Japanese	2004	82	Animation, Action, Adventure, Fantasy	6.6	7950	Tensai Okamura		0	17400000	Pierrot, dentsu, Aniplex, Shueisha, TV Tokyo, TOHO, Bandai Visual	Japan	/imBsBkySpNJ4eXZxpRnbfSl2mwn.jpg		ninja, anime	snow adventure, snow, carrying someone, attack, henchmen	Naruto and his team are hired to protect a young actress from three rogue warriors in the Land of the Snow.
tt0477731	แสงศตวรรษ	Syndromes and a Century	Sang sattawat	Thai	2006	105	Drama	7.3	4584	Apichatpong Weerasethakul	Apichatpong Weerasethakul	0	60413	CNC, Backup Media, Fonds Sud Cinéma, Illuminations Films, Ministère de la Culture et de la Communication, TIFA, Anna Sanders Films, New Crowned Hope, French Ministry of Foreign Affairs, Kick the Machine	Thailand, Austria, France	/1XUMd93PRMUkCtE2NWn0zQb1NC6.jpg	https://imdb-video.media-imdb.com/vi4103848473/1434659607842-pgv4ql-1651587782966.mp4?Expires=1714340454&Signature=NLF6x0nxMIibEvQ~q26apHR0-eqgFJltez7r2mdiOutVBKZB7Bc-lyxC-92kWH21IXi6g5lXbIWkxRbI9~cPb-rOuhlVp8ZZaVW~FDr4dVgZf6gN5w~0vRfFUdVDyz-o~J8NpcaefEjQQwAwMXFA2si1tWezFY7ULUyJnrUxGnBIsQy9bWfhy5-bnZG~HmV~RAN4ytN7WGYUGRAQAr8HcG0C0LuYajbfEC-uDwHqXGdkCn8B3KP4yklIPxkPTnIpgUx6mQ6IfC9vrgo-er3x692NJzET2h2Gq~Mdara1oiiU5c3hheGxjnhwspp9mCmpN4bViLKgrm3~2suXC-BBEA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	buddhism, lovers, hospital	slow cinema, gentle cinema, doctor, hospital, dental mask	Story about director Apichatpong Weerasethakul's parents, who were both doctors, and the director's memories about growing up in the hospital environment.
tt0477928	新女性	Femmes nouvelles	Xin nu xing	Chinese Simplified	1935	106	Drama	6.9	265	Chusheng Cai	Shiyi Sun	0	0	Lian Hua Shanghai No.2 Studio	China	/mKIOTgXeTHXgZfzlYGFfDjvfY3M.jpg		新女性		Overnight, the sexy Wei Ming will become a successful novelist. But, desperate to get the money that she needs to cure her little daughter (and harassed by a rich, unscrupulous rake), she will end up eventually engage in luxury prostitution.
tt0478024	殺破狼	S.P.L.	Saat po long	Chinese Traditional	2005	93	Action, Crime, Thriller	6.9	13159	Wilson Yip	Wilson Yip	0	0	Abba Movies Co. Ltd., 1618 Action Limited, Greek Mythology Entertainment Company	Hong Kong	/9Zv5ekjWAKbFhz0VlzQVVcXTWCq.jpg	https://imdb-video.media-imdb.com/vi3978806041/1434659607842-pgv4ql-1642197634574.mp4?Expires=1714340458&Signature=GZ-~vOWn46OJmUiUTbHnRamyr6Ck~XodZJXY3dRlE03YwUjALOFp4EYdUnBPhtl~nBDh6F4t25t~t8AkQ4LGdVeDXrI6YvKi2fVO9qr0djKpjPgAxqtOX15KmKCjoHe3XsM5-B265DLC40UwRkXm0X1eBXNWVG8oYAimnv4Y4U3X7oufOj5Ei9ik6L9b7JKsAf13iClYWP4lLo~edKaY0wAPp9ZeUe30zTHcd9ddGB6utvuu3J3JIio-NKa9cR~KHNQd2YciYZFXPexFq8uJ8qRkx0gExMQlQQTz2Yl0x6Gm6Z-vkCXntbwH7h1XI9RQKt~pXi2UHJ6H-tExP8El9A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	martial arts, neo-noir	martial arts, false evidence, bad guy wins, martial arts action, retirement	A near retired inspector and his unit are willing to put down a crime boss at all costs while dealing with his replacement, who is getting in their way. Meanwhile, the crime boss sends his top henchmen to put an end to their dirty schemes.
tt0479773	너는 내 운명	Tu es mon destin	Neoneun nae unmyeong	Korean	2005	123	Drama, Romance	7.0	904	Park Jin-Pyo	Park Jin-Pyo	0	0	Bom Film Productions	South Korea	/iAFj8oCQmTfBbQzDe2ptLzWUzD1.jpg			farmer, girl, mother son relationship, world cup, wedding	Seok-joong, a farmer in his mid thirties falls head over heels in love with local tabang delivery girl Eun-ha, but the couple's marital bliss is short lived as Eun-ha tests positive for HIV.
tt0482930	龍虎門	Dragon Tiger Gate	Lung foo moon	Chinese Traditional	2006	94	Action, Fantasy, Thriller	6.1	7149	Wilson Yip		0	8685526	Shanghai Film Group, China Film Co-Production Corporation, Mandarin Films, Bona Film Group	China, Hong Kong	/pVoNKyIS9eaMqI0wOlDWpxhR1XN.jpg		martial arts, kung fu, based on comic, triad	martial arts action, crying woman, wound, supernatural power, nunchaku	Three young martial arts masters emerge from the back streets of Hong Kong to help the powerless fight injustice.
tt0483468	白毛女	La fille aux cheveux blancs	Bai mao nü	Chinese Simplified	1951	111	Drama, Music	6.4	118			0	0	Changchun Film Studio	China	/wUoUEYSZv0KVdaAlogZqloRrKFD.jpg		masters, liberate, turn over	girl	The story centers on a well-known Chinese folk tale about a girl named Xi'er, the daughter of a poor farmer in Shaanxi province, whose family is persecuted by a brutal landlord.
tt0483908	怪物	Home Sweet Home	Gwai muk	Chinese Traditional	2005	98	Horror	5.7	428	Soi Cheang		0	0	Deepjoy Picture, Filmko Pictures	Hong Kong	/c65qJfmp5spmcQdkJm71pTnTg1V.jpg		suicide, police, kidnapping, burned alive, dog, apartment building, stranger, missing child, child kidnapping, elevator, severed finger	child in jeopardy, kidnapping, flashback, falling from height, mysterious stranger	A family moves to a new flat on a big building. They get to know the building was erected over a burnt slum, when lots of poor people died in a non accidental fire set by the constructors. Soon their only child, a boy, is kidnapped by what seems to be a strange humanoid creature lurking in secret through the ventilation and trash pipes that connect everywhere around. As the father is heavily wounded by the creature and goes to hospital, the mother undertakes the investigation the police should do. But what she will discover will put herself in conflict with her own beliefs as a mother.
tt0483918	강력 3반	Never to Lose	Kangryeok 3Ban	Korean	2005	111	Action, Drama, Thriller	5.6	111	Hee-chang Son	Seung-tae Ki	0	0	씨네넷, Lotte Entertainment, Mirovision	South Korea	/aW9IoFjWzBoEQfCdGzx4efisvMw.jpg				Kim Hong-Joo (Kim Min-Jun) is a detective in the homicide unit. His team has a miserable record in solving cases and are badly behind in their arrest quota. Things look more promising when Detective Kim learns of an impending drug deal by low level drug dealer. Things quickly heat up when the low level dealer tips them off on a much bigger fish.
tt0485323	劇場版 鋼の錬金術師 シャンバラを征く者	Fullmetal Alchemist the Movie: Le conquérent de Shambla	Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono	Japanese	2005	105	Animation, Action, Adventure, Drama, Fantasy	7.3	12063	Seiji Mizushima		0	0	SQUARE ENIX, TBS, Aniplex, Nippan Group Holdings, MBS, SKY Perfect Broadcasting, BONES, Shochiku, dentsu	Japan	/rcfZPWcj5pE1CHeIrcUlqFkmeOw.jpg	https://imdb-video.media-imdb.com/vi2064451353/1434659607842-pgv4ql-1564707057346.mp4?Expires=1714340469&Signature=ZIs1Xt~HfCF80Wvim78uoTR5PiJDX0aEr9YU1mV8b1YZuZIv8Pbv6Limu-qAuf3HJWio4i6dB3OP~kRAVGyn9OJ4eIhrc8J7vN9yRYqEBw69MEC3c3OotNZDyM3~paJaHOtLBYLj1i6rnXLUURDbjWBhoO9zbTOgQZ-gbIZxJsVWPpu3N10GSBLJ7vCcsCod9EWwsz4fYTeb7QX2X6kQ5iM~c-9FnCJ-QwFXRDCZwKl-wSzI2E5WCXdAyWB7fKkcvpcMZI5GYJkf6SJF8yDulFNbLyWdio2jdpRenq88nJ~JNs04ar-diKNmIKdTdaRx38egwHUz6JqfY2bSG6V11Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	tornado, based on manga, alchemy, weimar, germany, alchemist, anime	gypsy, nazi, army, wrath, steampunk	Edward Elric, an alchemist from an alternate world, races to prevent the Thule Society from harnessing alchemy to wage war on his home.
tt0485552	야수	Running Wild	Ya-soo	Korean	2006	124	Action, Crime, Drama, Thriller	6.3	866	Kim Seong-soo	Han Ji-hoon	0	0	Popcorn Film, Showbox	South Korea	/73a6ePNaH4ISXch6zs3s94EJXjt.jpg		police, gangster, investigation, crime boss, revenge, organized crime, hospital, criminal, police detective, cold case, good versus evil	two word title, police protagonist, police detective, south korean, south korea	Hot-blooded district attorney Jin-woo and undisciplined cop Do-young want the same thing; justice. Their methods are completely different but they team up to catch and prosecute a powerful mafia boss and politician YOO.
tt0485863	墨攻	A Battle of Wits	Mo gong	Chinese Simplified	2006	133	Action, Drama, War	6.7	4396	Chi Leung 'Jacob' Cheung	Chi Leung 'Jacob' Cheung	0	0	SCS Entertainment, Sundream Motion Pictures, Huayi Brothers Pictures, Comstock, China Film Co-Production Corporation, Small Potatoes Productions, Fortissimo Films	China, Hong Kong, Japan, Netherlands, South Korea	/90DnSPn76GJVBlkcqqUR4ssMtH4.jpg		siege	ancient china, 4th century b.c., year 370 b.c., novel, battle	Story centers on a battle during China's Warring States Period, a series of civil wars, which spanned from the 5th to the 3rd century B.C. Based on a popular Japanese manga, which was in turn based a Japanese novel inspired by Warring States history in China.
tt0485976	寶貝計劃	L'Expert de Hong Kong	Bo bui gai wak	Chinese Traditional	2006	126	Action, Adventure, Comedy, Crime, Drama, Family, Thriller	6.6	15706	Benny Chan	Jackie Chan, Benny Chan, Alan Yuen	0	0	JCE Movies, Huayi Brothers & Taihe Film Investment	Hong Kong	/1ViUIV1rf0WZQte0hHh74DWFLeW.jpg	https://imdb-video.media-imdb.com/vi126403097/1434659607842-pgv4ql-1652388027317.mp4?Expires=1714340475&Signature=HkI~jo6BklxK39AQeClcJgNYsQq~Xfkg3JBqcTQFU1sqtxejgMV3bAr4Uh3Dodt5SfQYygBeEEgl9hsfEkFs3RpJ0Jv775JrB4-NKFMvKu2c383UZ1eEzLlFKJRn1NMhW5DMi5Nk7m6InVoGHuTJuCU4RZ2veetI0x65FkjavEGThv0PFW7lolvggKUas8zw5D~YU-4C8J5nx3HBPovi6rKL7XKGwpeEF-zfkAtAzCdEhxxh--1Ar4g1XTSsNYeSWZeMbHFLBaQWcVXUOtPLFtaiLHq2m4T03CdREF3rUb0WYcb82eUyps~XpRjXZ~C0oARlkegngzvyoOdYY0gngg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	kidnapping	anti hero, gangster, organized crime, criminal gang, criminal	Thongs and Octopus accept a job from their landlord: kidnap a baby. Soon, the baby awakens strong paternal feelings in the two crooks, leading to complications when it comes to handing him over to his possibly crazy gang boss grandfather.
tt0486480	詭絲	Soie	Gui si	Chinese Simplified	2006	108	Horror, Mystery, Sci-Fi	6.4	3495	Chao-Bin Su	Chao-Bin Su	0	0	CMC Entertainment	Taiwan	/rpfPg7MuQLaDeteKLMgopE9eozG.jpg		filicide	ghost, spirit, boy, ghost child, death	"In Taipei, the crippled scientist Hashimoto uses his invention of ""Menger Sponge"" to capture the energy of the spirit of a child in an old building. He invites the specialist in reading lips, Detective Tung, to join his research team that is studying the phenomenon to understand the movements of the lips of the ghost. Hashimoto is trying to disclose why the energy of the ghost does not dissipate, and Tung discovers the identity and the dramatic story of the boy. He was sick with tumors and was killed by his own mother and buried nearby a nuclear plant. Hashimoto deduces that the rage of the boy for his mother associated to the location where the body was buried were the reason to keep the energy. When the government decides to shutdown the research, Hashimoto becomes insane and takes the spirit with him."
tt0488103	詛咒	La malédiction de Lola	Zu zhou	Chinese Simplified	2005	91	Horror	4.8	183	Hong Li		0	0	Media Asia Films, Shanghai Film Group	China, Hong Kong	/yDC3Nbk2F9OTUolqeX88NwRATw9.jpg				When the leading dancer of Lola is murdered in her dressing room on the very night of the premiere, terror looms over the dance troupe. With the murderer still at large, the coveted role of Lola passes to Tian, a talented but introverted dancer with a traumatic childhood. Suspicion fanned by jealousy soon leads to hostility and rejection from fellow dancers, while figments of childhood memories start haunting her every dream. Tian can only seek solace in the arms of her gaffer boyfriend Zhen. As the murderer strikes again, Tian begins to realize that all the slayings are somehow related to her. No sooner is she inextricably sucked into the curse of the role than she starts suspecting Zhen may actually be harboring a horrifying secret behind these murders and the troupe itself.
tt0488174	오로라 공주	Princess Aurora	Orora gongju	Korean	2005	106	Crime, Drama, Mystery	6.5	1277	Pang Eun-jin	Pang Eun-jin	0	0	Cinema Service, East Film, CJ Entertainment	South Korea	/5r5yritUHl1UZJA84MoqUTfaDZE.jpg	https://imdb-video.media-imdb.com/vi2756619289/MV5BODg5OTg1NjIwNF5BMTFeQW1wNF5BbWU4MDIxNTU3NjIx.mp4?Expires=1714340481&Signature=Gx6krqLHs-HxeWVaztriB4iV~wExFErDWjA7KtIk742oKPChc3-SrI2oYHx3QUw9DgaD~qr3EFkqJ-kQGMTwDLD9GnJd6HLNUlsO4ZOIVCeoGwigY6xN9eDwrlpdwI-x3Z5N~YiRSmJuCZjUwqovCxWrIY5AsT6aakZoG8N4o7TsDBp1XbmQ94g3D~8o53f15DkwkP~8seUPGGX6j0dxlIlA~3lG9ezs4dB-8vCEVBCObZRIWwa51cOT2qnEGNzyOXI5RdGRfEyivOWnlthZ7S6bOIpOqkem9tspB8o02gsXTLxynV3VtKEyRn38AeNzGaBnU6jbHqizRmxRGzoWZg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA		crying woman, woman murders a man, woman in jeopardy, title directed by female, female nudity	"A woman gets killed in a department store. No one imagines this could lead to serial murders, but two days after the first murder, another homicide occurs. A woman is suffocated to death and the only evidence left at the crime scene is a sticker of the cartoon character ""Princess Aurora"". A veteran detective OH suspects an attractive and lively woman named JUNG Soon-jung as the murderer. However, he does not tell anyone -not even his partner- that Jung also happens to be his ex-wife. Again and again, the Princess Aurora sticker is found... each with a dead body."
tt0488296	ゲルマニウムの夜	Le murmure des dieux	Gerumaniumu no yoru	Japanese	2005	107	Drama	6.2	182	Tatsushi Ômori		0	0	Arato Production	Japan	/cxKiPggdckYqDiuWpegQl8ij56T.jpg			blow job, fellatio, sex with animal, oral sex, rape	
tt0488338	เสือคาบดาบ	Tiger Blade	Seua khaap daap	Thai	2005	91	Action, Comedy, Fantasy, Sci-Fi	4.4	465	Theeratorn Siriphunvaraporn	Kulachat Jitkhachornwanich	0	0	Mono Film	Thailand	/tBgQGFZIbW3bTkuTAIlzvZ2X9DO.jpg			bandit, mystical power, maverick cop, criminal gang, sorcery	When a highly volatile case confronts the police, a young maverick cop with mystical powers is put on the case. YOSTHANA teams up with the seductive DUANGDAO, and together they must hunt down and capture the brutal and deadly 'FIVE BULLETS BANDIT'. The gang is led by the fearsome, MAHESAK, who, like Yosthana is skilled in the art of sorcery and magic. Mahesak can only be defeated with The Tiger Blade, a magical and ancient sword, replete with the powers of nature, and the forces of good. Yosthana must find the Tiger Blade, and bring Mahesak to justice, before the bandits bring total chaos to the city. The stage is set for a gruesome battle between the two nemeses, but only one can survive.
tt0488763	무영검	Le règne par le sabre	Muyeong geom	Korean	2005	117	Action, Adventure, History	6.4	2966	Young-jun Kim		0	0	Taewon Entertainment, CJ Entertainment, Yedang Entertainment, China Film Co-Production Corporation, New Line Cinema	China, South Korea	/g8zYKidsjUXDjftPWo9DkrV2gcC.jpg		martial arts, ancient korea, chinese invasion of korea, balhae	korean history, king, invasion, guardian, 10th century	So-ha, a deadly female warrior, is sent to find a exiled prince after the Killer Blade Army killed the royal family.
tt0488850	鬼輪番	Les mercenaires du démon	Oniwaban	Japanese	1974	86	Action, Horror, Mystery, Thriller	6.4	145	Takashi Tsuboshima	Kazuo Koike	0	0	TOHO, International Television Films, Inc.	Japan	/gvFdVDigHlK4hXK9OkVEQXB1hpz.jpg		spy, sword fight, ninja, katana sword, demon, female ninja, shogun	spy, ninja, rape, mask, martial arts	Deep in the mountains of feudal Japan, a group of children endure cruel and unorthodox training in order to become the Shogunate's most secret and deadly weapons - the Demon Spies! Their true identities are hidden - even from each other. Behind their demon masks, they are educated in the deadly arts of infiltration, espionage, assassination - and seduction! If they survive to become strong enough to kill their teachers, they will become - the Demon Spies! Sent on a suicide mission to uncover a deadly conspiracy, five inexperienced Demon Spies must infiltrate a powerful fief, discover the location of its secret arsenal, and destroy it. But Lord Shogen, the Demon Hunter, plans to brutally interrogate, ingeniously torture, and cruelly execute - the Demon Spies!
tt0489067	黑白戰場	Colour of the Loyalty	Hak bak jin cheung	Chinese Traditional	2005	90	Crime, Drama	6.4	170	Siu-Hung Chung, Jing Wong	Jing Wong	0	0		Hong Kong	/oOqxUG9TguZsz0TuPd4uTRr3yRS.jpg			business, loss of family, shotgun, jealousy, inheritance	A triad leader who has half gone out of business learns that his head is priced. He suspects four other triad leaders who end up falling one by one. No one knows who is behind his murders.
tt0491044	文雀	Sparrow	Man jeuk	Chinese Traditional	2008	87	Drama, Romance	6.7	3086	Johnnie To	Chi-Keung Fung	0	0	Milkyway Image	Hong Kong	/yPA5QWpMtUXQHgKW9AdjhhgLlAX.jpg		thief	hong kong, pickpocket, telephone booth, overweight, elevator	A gang of pickpockets roam the streets of Hong Kong.
tt0491244	黑社會以和為貴	Election 2	Hak se wui: Yi woo wai kwai	Chinese Traditional	2006	92	Crime, Drama, Thriller	7.4	6872	Johnnie To	Nai-Hoi Yau	0	0	China Star Entertainment, Milkyway Image, One Hundred Years of Film Company	Hong Kong	/6HFZ5B5RBdhABpoKFGCz2LiBaqK.jpg		gangster, organized crime, criminal, triad	hong kong, triad, crime boss, fishing, organized crime	As election time nears, current Triad chairman Lok (Yam) faces competition from his godsons. At the same time, Jimmy (Koo) looks to increase his business relations with mainland China.
tt0492473	看上去很美	Les petites fleurs rouges	Kan shang qu hen mei	Chinese Simplified	2006	92	Comedy, Drama	6.7	1553	Yuan Zhang	Shuo Wang, Yuan Zhang	0	0	Century Hero Film Investment, Huakun Entertainment, Citic Culture and Sports Enterprises	China	/yg7AfgmCXmZIj1yjbXmi61mAdCf.jpg		rebellion	young nudity, stripped naked, nudity, nude young male, monster	A young boy starting school for the first time struggles to fit in to a strictly regimented society in in post-revolutionary China.
tt0492533	애인	Aein	Aein	Korean	2005	98	Drama, Romance	5.8	1141	Eun-tae Kim	Chang-hun Yun	0	0	KiHweck ShiDae	South Korea	/2V783yXuFOHW0FSCg4fvufs2iBi.jpg		softcore, erotic	rape, woman on top sex, doggystyle sex, cunnilingus, coitus	
tt0492835	왕의 남자	Le roi et le clown	Wang-ui namja	Korean	2005	119	Drama, History	7.3	5964	Joon-ik Lee		0	0	Cineworld, Cinema Service, Eagle Pictures	South Korea	/ilNM1LndM1ybOid2wYd2FhjsKIh.jpg	https://imdb-video-wab.media-imdb.com/vi727385113/MV5BMjEzNTM0NjM2NF5BMTFeQW1wNF5BbWU4MDMzOTUwOTIx.mp4?Expires=1714340505&Signature=EKhTDhgd18eZRS4JF0-BNCyeqYxl5r4KgMp7wGZpk~9uXmkeUW9yw8Bv7uwKsJBnE61qZ4JWcvrCIVUf5gli9LBEFDQ-xAcbYM0LePY6-KTBl1nUsU2HZUsDqpypmgz62USj4wBXD8cxYeHJrNcNa13pxoe9BUO6TSxLdzZ2QQcAH3qTiMATDsgwaZXleHqCxnWCX5UzhhwyXTMCzMXEHkM4~VoWj~Hk6Eq1LU0KAV0uq8iyOvWan2~f5WFWxZDanVc4Sen1ECweByIv7RJaGWUxdvpwnZQr6WMUjzeFy6DfmeSooYKa9UDoKv7xkBmBYCjmnWw9YbHBuNLI1ux58Q__&Key-Pair-Id=APKAJLOTGGE6P3RA3PTA	gambling, clown, based on play or musical, king, jester, joseon dynasty	gay kiss, korean history, south korea, joseon dynasty, king	Two clowns living in Korea's Chosun Dynasty get arrested for staging a play that satirizes the king. They are dragged to the palace and threatened with execution but are given a chance to save their lives if they can make the king laugh.
